feature,coef,abs_coef
dd_90,-0.2593630046437411,0.2593630046437411
mom_270 mom_300,0.2592275648644876,0.2592275648644876
mom_60^2 dd_90,-0.258134013806801,0.258134013806801
mom_120 dd_15 dd_90,0.2570875734215251,0.2570875734215251
mom_30^2 mom_180,0.2568799223885755,0.2568799223885755
mom_30 mom_270 mom_300,-0.2544500923222751,0.2544500923222751
mom_30 dd_90,-0.2528547825861077,0.2528547825861077
mom_270 dd_90,0.2493847798375287,0.2493847798375287
mom_120 dd_60 dd_90,-0.24796637386145215,0.24796637386145215
mom_270 dd_120^2,0.24702954266885996,0.24702954266885996
mom_30 dd_60^2,-0.24446390374308885,0.24446390374308885
mom_30 mom_120 dd_60,-0.24201151391440803,0.24201151391440803
mom_90 mom_180,-0.2417259639970863,0.2417259639970863
mom_270^2 mom_360,-0.23684187876100063,0.23684187876100063
mom_360 dd_15 dd_60,-0.23649244525286112,0.23649244525286112
mom_180 dd_90 dd_120,-0.23636799645670575,0.23636799645670575
dd_120,0.23605305435496063,0.23605305435496063
mom_60 mom_270 dd_60,-0.23385483386684305,0.23385483386684305
mom_120 mom_270 dd_90,-0.23377927131793874,0.23377927131793874
dd_15^2 dd_120,-0.23250045552961016,0.23250045552961016
mom_60^2 dd_60,-0.23037754234494873,0.23037754234494873
mom_60 mom_360^2,-0.22916689331880183,0.22916689331880183
dd_60 dd_120^2,-0.226610916065416,0.226610916065416
mom_180 mom_300 mom_360,0.22599322551573522,0.22599322551573522
mom_360 dd_15^2,-0.22559628149919397,0.22559628149919397
mom_270 dd_15 dd_90,0.22262658191774806,0.22262658191774806
mom_300 dd_15^2,0.21991661707014712,0.21991661707014712
mom_30 dd_90^2,0.21968700454965617,0.21968700454965617
mom_180 dd_15 dd_60,-0.2189925491484463,0.2189925491484463
mom_60 mom_120 mom_270,-0.2183779945883815,0.2183779945883815
mom_90 mom_300^2,0.2166483953138032,0.2166483953138032
mom_60^2 dd_120,-0.21568820343397252,0.21568820343397252
mom_30 mom_180 dd_60,0.21418488693888035,0.21418488693888035
mom_120^2 mom_360,0.21283614604699277,0.21283614604699277
mom_180 mom_360 dd_60,-0.2127026241760193,0.2127026241760193
mom_180 mom_300,0.2123095958405248,0.2123095958405248
dd_120^2,-0.2112891854068267,0.2112891854068267
mom_270 mom_360 dd_120,-0.21059382839350244,0.21059382839350244
mom_30 mom_360,-0.20888442812073293,0.20888442812073293
mom_30 mom_120 mom_180,0.20736944180496067,0.20736944180496067
mom_30 dd_15 dd_120,-0.206004149606849,0.206004149606849
mom_360 dd_15 dd_90,0.20590169869145053,0.20590169869145053
mom_90 dd_15 dd_60,-0.20476413913157882,0.20476413913157882
mom_30 dd_60 dd_120,-0.20006403728657907,0.20006403728657907
mom_60 dd_90,0.19718033308502128,0.19718033308502128
mom_120 mom_270^2,0.19680818418130486,0.19680818418130486
mom_270 dd_15^2,-0.19596447584893534,0.19596447584893534
dd_90^2,0.19391749808059724,0.19391749808059724
mom_30 mom_180 mom_360,-0.19377561976499116,0.19377561976499116
